description,rating,director1,director2,director3,writer1,writer2,writer3,writer4,releasedate,streamdate,runtime,studio,cast1,cast2,cast3,cast4,cast5,cast6,title,year,critics_consensus,genre,tomatometer,tomatometer_review_count,audience_meter,audience_review_count,js_dump_index,avg_score,avg_score_top_critics,top_critics_review_count,avg_score_audience,audience_liked_count,audience_disliked_count,want_to_see_count,pageLink
"
                For five friends, it was a chance for a summer getaway- a weekend of camping in the Texas Big Thicket. But visions of a carefree vacation are shattered with an accident on a dark and desolate country road. In the wake of the accident, a bloodcurdling force of nature is unleashed-something not exactly human, but not completely animal- an urban legend come to terrifying life...and seeking murderous revenge.(C) Lionsgate
            ","R (for language throughout, some violence, sexual content and drug use)
                    ",Eduardo Snchez,NA,NA,Jamie Nash,NA,NA,NA,"Oct 24, 2014
                        ","Feb 3, 2015
                        ","
                            86 minutes
                        ","
                        Lionsgate
                    ","
                Chris Osborn
            ","
                Roger Edwards
            ","
                Samuel Davis
            ","
                Denise Williamson
            ","
                Brian Steele
            ","
                Dora Madison
            ",Exists,NA,No consensus yet.,"
                        
                        Horror
                        
                    ",30,23,29,1,137604,3.77,2.12,7,2.77,131,322,906,https://www.rottentomatoes.com/m/exists
"
                ""Don't expose him to bright light. Don't ever get him wet. And don't ever, ever feed him after midnight."" This sage advice is ignored midway through Gremlins, with devastating results. This comic Joe Dante effort is set in a Norman Rockwell-esque small town at Christmastime. Seeking a unique gift for his son an erstwhile inventor (Hoyt Axton) purchases a cute, fuzzy little ""Mogwai"" from a Chinatown shopkeeper's (Keye Luke) grandson (John Louie), who dispenses the above-mentioned warning before closing the deal. Meanwhile, young bank clerk Billy Peltzer (Zach Galligan) must suffer such antagonists as rich-bitch Mrs. Deagle (Polly Holliday) and priggish Gerald (Judge Reinhold) while pursuing his romance with Kate (Phoebe Cates). These and a variety of other plot strands are tied together when the lovable mogwai (named Gizmo) is exposed to bright light and gotten wet. In short order, the town is invaded by nasty, predatory Gremlins, who lay waste to everything in sight as Billy and Kate try to contain the destruction. Like most of Joe Dante's works, Gremlins is chock-full of significant cameo appearances: in this instance, such pop-culture icons as Dick Miller, Jackie Joseph, Chuck Jones, Scott Brady, Harry Carey Jr., Steven Spielberg (the film's executive producer) and even Robby the Robot all show up briefly on screen. ~ Hal Erickson, Rovi
            ","PG (adult situations/language, violence)
                    ",Joe Dante,NA,NA,Chris Columbus,NA,NA,NA,"Jun 1, 1984
                        ","Jun 22, 1999
                        ","
                            120 minutes
                        ","
                        Warner Bros. Pictures
                    ","
                Zach Galligan
            ","
                Hoyt Axton
            ","
                Frances Lee McCain
            ","
                Phoebe Cates
            ","
                Polly Holliday
            ","
                Scott Brady
            ","
                                Gremlins
                            ",1984,"Whether you choose to see it as a statement on consumer culture or simply a special effects-heavy popcorn flick, Gremlins is a minor classic.","
                        
                        Comedy, 
                        
                        Horror, 
                        
                        Science Fiction & Fantasy
                        
                    ",84,67,78,451,136372,7.37,7.03,12,3.86,17311,4970,20082,https://www.rottentomatoes.com/m/gremlins
"
                A terrifying legacy haunts a single mother in this sequel to the frightening box-office hit The Ring. Hoping to leave their terrifying experiences in Seattle behind them, Rachel Keller (Naomi Watts) and her son, Aidan (David Dorfman), move to the small town of Astoria, OR, where Rachel takes a job writing for the local newspaper. When Rachel learns of an unexplained murder, which occurred after a teenager watched a strange videotape with his girlfriend, she suspects her past is following her and she begins looking into the case. Rachel believes that the otherworldly Samara has come back; however, as she tries to convince others of the young girl's powers, her own son falls ill and is hospitalized, and Rachel's stories fail to convince either Dr. Emma Temple (Elizabeth Perkins), who suspects Rachel is guilty of child abuse, or David Rourke (Simon Baker), one of Rachel's colleagues who fears for Aidan's safety. Also starring Sissy Spacek, The Ring 2 was directed by Hideo Nakata; it was the first English-language project for the Japanese filmmaker, who previously made Ringu, the picture that was the basis for The Ring.
            ","PG-13 (for violence/terror, disturbing images, thematic elements and some language.)
                    ",Hideo Nakata,NA,NA,Ehren Kruger,NA,NA,NA,"Mar 18, 2005
                        ","Aug 23, 2005
                        ","
                            110 minutes
                        ","
                        Dreamworks Distribution LLC
                    ","
                Naomi Watts
            ","
                Simon Baker
            ","
                David Dorfman
            ","
                Elizabeth Perkins
            ","
                Gary Cole
            ","
                Sissy Spacek
            ","
                                The Ring Two
                            ",2005,"Ring Two serves up horror cliches, and not even Hideo Nakata, the director of the movies from which this one is based, can save the movie from a dull screenplay full of absurdities.","
                        
                        Drama, 
                        
                        Horror
                        
                    ",20,189,33,400,141356,4.44,4.66,39,2.73,4067,8166,46579,https://www.rottentomatoes.com/m/ring_two
"
                In the wake of such Satanic-themed thrillers as Rosemary's Baby, The Exorcist and The Omen comes The Sentinel. When New York fashion model (Cristina Raines) splits with her fiance (Chris Sarandon) and moves into an old brownstone, she soon discovers she has more than she bargained for in the lease. As luck would have it, a mysterious blind priest (John Carradine) who lives upstairs happens to be guarding the doorway to Hell, and she has been chosen as his replacement. Incidentally, when the door is finally opened, out spills an assortment of deformed humans whom director Michael Winner hand-picked from hospital wards and circus sideshows.
            ","R
                    ",Michael Winner,NA,NA,Michael Winner,Jeffrey Konvitz,NA,NA,"Jan 7, 1977
                        ","Sep 7, 2004
                        ","
                            91 minutes
                        ","
                        Universal Pictures
                    ","
                Chris Sarandon
            ","
                Cristina Raines
            ","
                Burgess Meredith
            ","
                Martin Balsam
            ","
                John Carradine
            ","
                Jos Ferrer
            ",The Sentinel,NA,No consensus yet.,"
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",45,20,44,2,132028,5.88,0,3,3.11,241,311,348,https://www.rottentomatoes.com/m/the_sentinel_1977
"
                Two of the most venerable names in the horror field, author Stephen King and director George A. Romero, present this anthology of original twisted tales inspired by the E.C. horror comics of the 50's and 60's (themselves a more direct basis for the popular Tales from the Crypt TV series). The five stories are framed within the pages of a comic book which a boy's insensitive father has thrown in the garbage. The first tale, ""Father's Day,"" features a zombie patriarch returning to claim his Father's Day cake; ""The Lonesome Death of Jordy Verrill"" stars King himself as a slack-jawed yokel whose discovery of a radioactive meteorite turns him into a walking weed; ""Something to Tide You Over"" presents a deadly-serious Leslie Nielsen as a cuckolded husband who plans an elaborate seaside revenge; ""The Crate"" unleashes its ferocious man-eating contents on the enemies of a meek college professor; and ""They're Creeping Up On You"" pits obsessively-clean billionaire E.G. Marshall against a swarm of cockroaches in his sterile penthouse. The chapters are uniformly creative, filmed in garish comic-book colors, and Tom Savini's makeup effects are quite memorable (particularly the monster from ""The Crate""), though the campy treatment does become exhausting after two hours' runtime. The final segment is the most impressive, thanks to Marshall's over-the-top performance, though the planned scope of the cockroach invasion was drastically reduced (no doubt due to budget constraints).
            ","R (adult situations/language, violence)
                    ",George A. Romero,NA,NA,Stephen King,NA,NA,NA,"Nov 12, 1982
                        ","Aug 21, 2001
                        ","
                            121 minutes
                        ","
                        Warner Bros. Pictures
                    ","
                Hal Holbrook
            ","
                Adrienne Barbeau
            ","
                Fritz Weaver
            ","
                Stephen King
            ","
                Leslie Nielsen
            ","
                Ted Danson
            ","
                                Creepshow
                            ",1982,"It's uneven, as anthologies often are, but Creepshow is colorful, frequently funny, and treats its inspirations with infectious reverence.","
                        
                        Horror
                        
                    ",73,37,68,39,134788,6.4,4.8,5,3.66,2953,1363,3512,https://www.rottentomatoes.com/m/creepshow
"
                A charismatic music teacher mesmerizes his best student and turns her into big star. Unfortunately, his plan backfires a bit, for she can only sing when he is near her. The story is based on Du Maurier's novel Trilby.
            ","NR
                    ",Archie Mayo,NA,NA,J. Grubb Alexander,NA,NA,NA,"Dec 31, 1931
                        ","Dec 18, 2007
                        ","
                            76 minutes
                        ","
                        Warner Bros.
                    ","
                John Barrymore
            ","
                Marian Marsh
            ","
                Bramwell Fletcher
            ","
                Donald Crisp
            ","
                Lumsden Hare
            ","
                Carmel Myers
            ","
                                Svengali
                            ",1931,No consensus yet.,"
                        
                        Classics, 
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",83,6,80,754,133460,6.7,0,0,3.93,59,15,66,https://www.rottentomatoes.com/m/1020664-svengali
"
                Earlier tonight, a bizarre disease was unleashed in a run-down Los Angeles tenement... and no one got out alive. Yet something escaped. Now, aboard Flight 318, the first symptoms begin to show. As the infection begins to takes root, innocent passengers suddenly transform into terrifying, bloodthirsty killers. Forced to land at an isolated terminal, and surrounded by armed government agents, the crew and passengers grow increasingly desperate. The only question now is how far they will go to survive.
            ","R (for bloody horror violence, terror, language and brief sexual content)
                    ",John Pogue,NA,NA,John Erick Dowdle,John Pogue,NA,NA,"Aug 15, 2011
                        ","
                            86 minutes
                        ",NA,"
                        Sony Pictures Home Entertainment
                    ","
                Mercedes Masohn
            ","
                Josh Cooke
            ","
                Bre Blair
            ","
                Ignacio Serricchio
            ","
                George Back
            ","
                Lynn Cole
            ","
                                Quarantine 2: Terminal
                            ",2011,No consensus yet.,"
                        
                        Horror, 
                        
                        Mystery & Suspense, 
                        
                        Science Fiction & Fantasy
                        
                    ",75,8,33,2,137445,5.42,0,1,2.84,553,1097,291,https://www.rottentomatoes.com/m/quarantine_2_terminal_2011
"
                A strange disorder suddenly causes parents to violently turn against their own children, forcing a suburban teen (Anne Winters) and her younger brother (Zackary Arthur) to evade the clutches of their now-deranged mom (Selma Blair) and dad (Nicolas Cage). However, their situation gets even more complicated when their grandparents (Lance Henriksen and Marilyn Dodds Frank) show up for a visit. Written and directed by Brian Taylor (Crank, Gamer).
            ","R (for disturbing horror violence, language throughout, some sexual content/nudity and teen drug use)
                    ",Brian Taylor,NA,NA,Brian Taylor,NA,NA,NA,"Jan 19, 2018
                        ","Feb 20, 2018
                        ","
                            83 minutes
                        ","
                        Momentum Pictures
                    ","
                Nicolas Cage
            ","
                Selma Blair
            ","
                Anne Winters
            ","
                Zackary Arthur
            ","
                Lance Henriksen
            ","
                Rachel Melvin
            ",Mom and Dad,NA,"Mom and Dad's gonzo premise serves as an effective springboard for a wickedly dark, bloody comedy - and an appropriately over-the-top performance from Nicolas Cage.","
                        
                        Comedy, 
                        
                        Horror
                        
                    ",75,132,39,1,141736,6.04,5.57,29,2.83,298,473,1089,https://www.rottentomatoes.com/m/mom_and_dad_2018
"
                ""I am....Drac-u-la. I bid you velcome."" Thus does Bela Lugosi declare his presence in the 1931 screen version of Bram Stoker's Dracula. Director Tod Browning invests most of his mood and atmosphere in the first two reels, which were based on the original Stoker novel; the rest of the film is a more stagebound translation of the popular stage play by John Balderston and Hamilton Deane. Even so, the electric tension between the elegant Dracula and the vampire hunter Professor Van Helsing (Edward Van Sloan) works as well on the screen as it did on the stage. And it's hard to forget such moments as the lustful gleam in the eyes of Mina Harker (Helen Chandler) as she succumbs to the will of Dracula, or the omnipresent insane giggle of the fly-eating Renfield (Dwight Frye). Despite the static nature of the final scenes, Dracula is a classic among horror films, with Bela Lugosi giving the performance of a lifetime as the erudite Count (both Lugosi and co-star Frye would forever after be typecast as a result of this film, which had unfortunate consequences for both men's careers). Compare this Dracula to the simultaneously filmed Spanish-language version, which makes up for the absence of Lugosi with a stronger sense of visual dynamics in the lengthy dialogue sequences. In 1999, a special rerelease of Dracula was prepared featuring a new musical score written by Philip Glass and performed by The Kronos Quartet. ~ Hal Erickson, Rovi
            ","NR
                    ",Tod Browning,NA,NA,Garrett Elsden Fort,NA,NA,NA,"Jan 1, 1931
                        ","Aug 28, 2001
                        ","
                            75 minutes
                        ","
                        Universal Pictures
                    ","
                Bela Lugosi
            ","
                Helen Chandler
            ","
                David Manners
            ","
                Dwight Frye
            ","
                Edward Van Sloan
            ","
                Herbert Bunston
            ",Dracula,NA,Bela Lugosi's timeless portrayal of Dracula in this creepy and atmospheric 1931 film has set the standard for major vampiric roles since.,"
                        
                        Classics, 
                        
                        Horror
                        
                    ",91,46,81,44,131970,7.88,8,7,4.01,4081,927,6513,https://www.rottentomatoes.com/m/1006234-dracula
"
                Troubled college freshman Luke (Robbins) suffers a violent family trauma and resurrects his childhood imaginary friend Daniel (Schwarzenegger) to help him cope. Charismatic and full of manic energy, Daniel helps Luke to achieve his dreams, before pushing him to the very edge of sanity and into a desperate struggle for control of his mind -- and his soul.
            ","NR
                    ",Adam Egypt Mortimer,NA,NA,Brian DeLeeuw,Adam Egypt Mortimer,NA,NA,"Dec 6, 2019
                        ","Dec 6, 2019
                        ","
                            96 minutes
                        ","
                        Samuel Goldwyn Films
                    ","
                Patrick Schwarzenegger
            ","
                Miles Robbins
            ","
                Sasha Lane
            ","
                Hannah Marks
            ","
                Mary Stuart Masterson
            ",NA,Daniel Isn't Real,NA,"Daniel Isn't Real, but the smart, stylish fun waiting for genre lovers in this well-acted suspense thriller is completely genuine.","
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",82,73,56,104,133003,7.13,6.32,11,3.33,58,46,542,https://www.rottentomatoes.com/m/daniel_isnt_real
"
                When a 12-year-old boy goes missing, lead investigator Greg Harper (Jon Tenney) struggles to balance the pressure of the investigation and troubles with his wife, Jackie (Helen Hunt). Facing a recent affair, great strain is put on the family that slowly gnaws away at Jackie's grip on reality. But after a malicious presence manifests itself in their home and puts their son, Connor (Judah Lewis), in mortal danger, the cold, hard truth about evil in the Harper household is finally uncovered.
            ","R (for violence and language)
                    ",Adam Randall (II) ,NA,NA,Devon Graye,NA,NA,NA,"Dec 6, 2019
                        ","Dec 10, 2019
                        ","
                            96 minutes
                        ","
                        Saban Films
                    ","
                Helen Hunt
            ","
                Jon Tenney
            ","
                Judah Lewis
            ","
                Libe Barer
            ","
                Owen Teague
            ",NA,I See You,NA,"I See You gets tripped up on its own narrative contortions, but a solid cast and an effective blend of scares and suspense make this slow-building mystery worth watching.","
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",74,34,72,273,141804,6.16,3.12,6,3.72,196,77,247,https://www.rottentomatoes.com/m/i_see_you_2019
"
                Tennessee Williams' Suddenly, Last Summer is a domestic drama concerning homosexuality, insanity and cannibalism. Brain surgeon Montgomery Clift is summoned to the home of fabulously wealthy Katharine Hepburn, who wants to have her daughter-in-law Elizabeth Taylor lobotomized. Recently released from an asylum to Hepburn's care, Taylor suffers from horrific nightmares and unpredictable bursts of violent behavior. As it turns out, Taylor is harboring an awful secret concerning Hepburn's late, beloved son--a secret that Hepburn intends to keep from the world, even at the expense of Taylor's life. The explanatory flashback is as lurid a piece of filmmaking as ever emerged from the supposedly white-bread 1950s. Reportedly, Hepburn so despised Mankiewicz that she spit in the director's eye on the last day of filming.
            ","NR
                    ",Joseph L. Mankiewicz,NA,NA,Gore Vidal,Tennessee Williams,NA,NA,"Dec 22, 1959
                        ","Aug 15, 2000
                        ","
                            114 minutes
                        ","
                        Sony Pictures Home Entertainment
                    ","
                Elizabeth Taylor
            ","
                Katharine Hepburn
            ","
                Montgomery Clift
            ","
                Mercedes McCambridge
            ","
                Albert Dekker
            ","
                Gary Raymond
            ","
                                Suddenly, Last Summer
                            ",1959,No consensus yet.,"
                        
                        Classics, 
                        
                        Drama, 
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",65,20,83,6,133544,7.55,4,5,3.97,958,194,932,https://www.rottentomatoes.com/m/suddenly_last_summer
"
                The second sequel to the 1976 horror hit The Omen finds Damien Thorn assuming the full mantle of the Antichrist and preparing for a final, all-out battle with ""the Nazarene."" Now in his thirties, Damien (Sam Neill) has elevated the family business, Thorn Industries, into the world's biggest multinational corporation. A little bit of black magic paves the way for Damien to become ambassador to England and the head of an international youth council. He soon uses this platform to amass an army of followers to do his bidding. But when Damien notices the confluence of three stars in the sky on March 24, he gets worried about the second coming of Christ. So he orders his minions to kill all the babies born on that day, warning them: ""Fail, and you will be condemned to a numbing eternity in the flaccid bosom of Christ."" Damien even orders his faithful private secretary, Harvey Dean (Don Gordon), to commit infanticide on his own kid, just because the guy's wife gave birth on the wrong day; a nasty incident involving laundry-room implements soon follows. Meanwhile, Damien romances Kate Reynolds (Lisa Harrow), a beautiful television anchorwoman who feels like a moth drawn to Damien's charismatic flame -- even after he brutally sodomizes her to show her how the world looks through his eyes. Things come to a head when Brother DeCarlo (Rossano Brazzi), one of a secret cabal of monks who have assembled the seven Daggers of Meggido in hopes of assassinating Damien, reveals to Kate that the Antichrist has taken her son (Barnaby Holm) under his wing. Although The Final Conflict was the final theatrical installment of the Omen series, the made-for-TV Omen IV: The Awakening appeared a decade later. ~ Brian J. Dillard, Rovi
            ","R
                    ",Graham Baker,NA,NA,Andrew Birkin,David Seltzer,NA,NA,"Mar 20, 1981
                        ","Sep 5, 2000
                        ","
                            108 minutes
                        ","
                        Twentieth Century Fox
                    ","
                Sam Neill
            ","
                Rossano Brazzi
            ","
                Don Gordon
            ","
                Lisa Harrow
            ","
                Barnaby Holm
            ","
                Mason Adams
            ","
                                Omen III: The Final Conflict
                            ",1981,No consensus yet.,"
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",30,20,34,22,135478,4.39,4.5,2,2.87,526,1041,2094,https://www.rottentomatoes.com/m/final_conflict_omen_iii
"
                Saw series mainstay Darren Lynn Bousman reunites with Twisted Pictures producers Oren Koules and Mark Burg for this futuristic shocker detailing a terrifying epidemic of organ failures. The denizens of planet Earth have been devastated by inexplicable and widespread organ failures, and as a result scientists begin planning a substantial organ harvest. Though an innovative biotech conglomerate subsequently offers the fearful public a means of maintaining their health by enacting a series of hassle-free organ payment plans, things begin to get messy when it's revealed that the financed body parts are subjected to legal default, and that failure to maintain proper payment will result in forceful repossession of the organs. Paul Sorvino and Spy Kids' Alexa Vega star alongside celebrity socialite Paris Hilton in the Lionsgate film. ~ Jason Buchanan, Rovi
            ","R (for strong bloody violence and gore, language, some drug and sexual content)
                    ",Darren Lynn Bousman,NA,NA,Darren Smith,Terrance Zdunich,NA,NA,"Jan 20, 2008
                        ","Jan 20, 2009
                        ","
                            97 minutes
                        ","
                        Lionsgate Films
                    ","
                Anthony Head
            ","
                Bill Moseley
            ","
                Paris Hilton
            ","
                Terrance Zdunich
            ","
                Paul Sorvino
            ","
                Sarah Brightman
            ","
                                Repo! The Genetic Opera
                            ",2008,"Bombastic and intentionally gross, Repo! The Genetic Opera has a unique style but lacks the wit and substance to be involving.","
                        
                        Horror, 
                        
                        Musical & Performing Arts, 
                        
                        Science Fiction & Fantasy
                        
                    ",40,60,73,27,135477,4.55,3.84,18,3.84,4440,1659,4388,https://www.rottentomatoes.com/m/repo_the_genetic_opera
"
                A boy and his family attend a taping of the Banana Splits TV show, but the fun quickly fades when the beloved characters embark on an unpredictable killing spree.
            ","NR
                    ",Danishka Esterhazy,NA,NA,NA,NA,NA,NA,"Aug 13, 2019
                        ","
                            86 minutes
                        ",NA,"

                            86 minutes
                        
","
                Dani Kind
            ","
                Finlay Wojtak-Hissong
            ","
                Celina Martin
            ","
                Romeo Carere
            ","
                Steve Lund
            ","
                Sara Canning
            ","
                                The Banana Splits
                            ",2019,No consensus yet.,"
                        
                        Horror
                        
                    ",67,15,53,154,135424,6,0,1,3.08,81,73,29,https://www.rottentomatoes.com/m/the_banana_splits
"
                This anthology features three chilling horror stories. ""Il Telefono"" is credited to Guy de Maupassant, although he never wrote such a story, and concerns a woman (Michele Mercier) receiving telephone calls from beyond the grave. ""Wurdulak"", by Alexei Tolstoi, stars Boris Karloff as an aging vampire who can only feed on those he loves. Co-starring Mark Damon and Susy Andersen, it is clearly the best story of the three. The final tale, ""La Goccia d'Acqua,"" is falsely credited to Anton Chekhov. It features Jacqueline Pierreux stealing a ring from a corpse she is preparing for burial, only to be murdered by the old woman's ghost. The American version differs in four major areas: the print is shorter, the stories appear in a different order, there is a linking device with Karloff speaking directly to the audience from a foggy void, and Roberto Nicolosi's musical score is replaced with one by lounge-icon Les Baxter. The American release of the film is also missing a comic coda featuring Karloff riding on horseback (or is he?); this appears in most Eurpoean prints of the film, including Mario Bava's original cut. ~ Robert Firsching, Rovi
            ","NR
                    ",Mario Bava,Salvatore Billitteri,NA,Mario Bava,Marcello Fondato,Alberto Bevilacqua,NA,"May 6, 1963
                        ","Aug 1, 2000
                        ","
                            99 minutes
                        ","
                        Anchor Bay Entertainment
                    ","
                Boris Karloff
            ","
                Jacqueline Pierreaun
            ","
                Mark Damon
            ","
                Michele Mercier
            ","
                Jacqueline Pierreux
            ","
                Milly Monti
            ",Black Sabbath (I Tre volti della paura) (The Three Faces of Fear) (The Three Faces of Terror),NA,No consensus yet.,"
                        
                        Art House & International, 
                        
                        Horror
                        
                    ",88,17,75,5,132256,6.79,7.5,1,3.75,527,173,864,https://www.rottentomatoes.com/m/black_sabbath
"
                PRESERVATION follows brothers Sean (Pablo Schreiber), a recently returned veteran, and Mike (Aaron Staton), a hedge fund manager, who head out of town to hunt in a closed nature preserve with Mike's wife, Wit (Wrenn Schmidt) - a brainy anesthesiologist - in tow. With Sean unhinged from his stint in the military, and Mike distracted by career ambition, this was not the romantic getaway Wit was hoping for. But soon the trio is threatened by an unseen menace, and the hunters become the hunted. A camping trip in the woods turns into a contest for survival. When the brothers are stalked and ensnared, Wit must unleash her own animal instincts or else end up a trophy. (C) The Orchard
            ","NR
                    ",Christopher Denham,NA,NA,Christopher Denham,NA,NA,NA,"Jan 9, 2015
                        ","Apr 6, 2015
                        ","
                            90 minutes
                        ","
                        The Orchard
                    ","
                Pablo Schreiber
            ","
                Aaron Staton
            ","
                Wrenn Schmidt
            ","
                Cody Saintgnue
            ","
                Nick Saso
            ","
                Michael Chacon
            ","
                                Preservation
                            ",2015,No consensus yet.,"
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",58,12,23,707,136905,5.5,3.75,5,2.52,100,338,207,https://www.rottentomatoes.com/m/preservation_2014
"
                AMITYVILLE: THE AWAKENING, is a revival of the popular franchise and a modern twist on the classic horror film. In the film, Belle and her family move into a new house, but when strange phenomena begin to occur in the house, Belle begins to suspect her Mother isn't telling her everything and soon realizes they just moved into the infamous Amityville house.
            ","R (for disturbing horror violence and terror, suggestive images, brief language and thematic material)
                    ",Franck Khalfoun,NA,NA,Franck Khalfoun,NA,NA,NA,"Oct 28, 2017
                        ","Nov 14, 2017
                        ","
                            100 minutes
                        ","
                        Dimension Films
                    ","
                Jennifer Jason Leigh
            ","
                Bella Thorne
            ","
                Cameron Monaghan
            ","
                Kurtwood Smith
            ","
                Taylor Spreitler
            ","
                McKenna Grace
            ",Amityville: The Awakening,NA,No consensus yet.,"
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",30,20,32,23,139432,3.86,3.4,1,2.74,230,483,20107,https://www.rottentomatoes.com/m/amityville_the_awakening
"
","NR
                    ",Winston Azzopardi,NA,NA,Winston Azzopardi,Joe Azzopardi,NA,NA,"Oct 1, 2019
                        ","
                            100 minutes
                        ",NA,"

                            100 minutes
                        
","
                Joe Azzopardi
            ",NA,NA,NA,NA,NA,The Boat,NA,No consensus yet.,"
                        
                        Horror
                        
                    ",78,9,60,58,131950,7.4,0,1,3.23,32,21,28,https://www.rottentomatoes.com/m/the_boat_2018
"
                It's l968 in America. Change is blowing in the wind... but seemingly far removed from the unrest in the cities is the small town of Mill Valley where for generations, the shadow of the Bellows family has loomed large. It is in their mansion on the edge of town that Sarah, a young girl with horrible secrets, turned her tortured life into a series of scary stories, written in a book that has transcended time--stories that have a way of becoming all too real for a group of teenagers who discover Sarah's terrifying tome.
            ","NR
                    ",Andr vredal,NA,NA,Dan Hageman,Kevin Hageman,Guillermo del Toro,Patrick Melton,"Aug 9, 2019
                        ","Oct 22, 2019
                        ","
                            120 minutes
                        ","
                        CBS Films and Lionsgate
                    ","
                Zoe Margaret Colletti
            ","
                Michael Garza
            ","
                Gabriel Rush
            ","
                Austin Abrams
            ","
                Dean Norris
            ","
                Gil Bellows
            ",Scary Stories to Tell in the Dark,NA,"Like the bestselling series of books that inspired it, Scary Stories to Tell in the Dark opens a creepy gateway into horror for younger genre enthusiasts.","
                        
                        Horror
                        
                    ",78,222,72,8,138459,6.46,6.79,27,3.68,8592,3982,,https://www.rottentomatoes.com/m/scary_stories_to_tell_in_the_dark
"
                DARLING follows a lonely young woman who moves into an old, mysterious Manhattan mansion. Hired as caretaker, it's not long before she discovers the estate's haunted reputation and troubling past - stories that slowly transform into a backdrop for her twisted and violent descent into madness... Mickey Keating's new feature is a chilling black‐and‐white psychological horror story beautifully shot in New York City. Edited like a nightmare and scored like a hallucination, DARLING stars Lauren Ashley Carter (POD, JUG FACE) with supporting performances by Brian Morvant, Sean Young, Larry Fessenden, John Speredakos, and Helen Rogers. Produced by Fessenden and Jenn Wexler for Glass Eye Pix and Sean Fowler for Alexander Groupe; Keating and Carter are also producers.
            ","NR
                    ",Mickey Keating,NA,NA,Mickey Keating,NA,NA,NA,"Apr 1, 2016
                        ","May 24, 2016
                        ","
                            78 minutes
                        ","
                        Glass Eye Pix
                    ","
                Lauren Ashley Carter
            ","
                Sean Young
            ","
                Brian Morvant
            ","
                Larry Fessenden
            ","
                John Speredakos
            ","
                Nisa Petty
            ",Darling,NA,"Darling's classic inspirations will be obvious to most hardcore horror fans, but they're deployed with enough wit and flair to stand on their own chilling merits.","
                        
                        Horror, 
                        
                        Mystery & Suspense
                        
                    ",71,28,44,487,136830,6.25,7,8,3.04,99,124,230,https://www.rottentomatoes.com/m/darling_2016
"
                A sensational, sentimental, and philosophical horror neo-noir that follows the still-at-large crimes of Noel, a repentant, classy and charming serial killer loose in the suburbs of New York.
            ","NR
                    ",Colin Bemis,NA,NA,Colin Bemis,NA,NA,NA,"May 7, 2019
                        ","
                            107 minutes
                        ",NA,"

                            107 minutes
                        
","
                Aidan Bristow
            ","
                Steve Boghossian
            ","
                Nicholas Urda
            ","
                Andres Montejo
            ","
                Bianca Soto
            ","
                Marisa Lowe
            ","
                                Strawberry Flavored Plastic
                            ",2018,No consensus yet.,"
                        
                        Drama, 
                        
                        Horror
                        
                    ",NA,NA,NA,NA,135001,7.33,0,1,",""audienceVerified"":{}};
root.RottenTomatoes.context.wantToSeeData = {""wantToSeeCount"":0,""ratingsStartDate"":""2019-05-06T21:00:00Z""};
root.RottenTomatoes.context.scoreBoardViewModel = {""hasMovieData"":true,""isReleased"":false,""releaseDate"":"""",""showtimesLink"":""\u002Fshowtimes"",""isVerified"":false,""canVerifyRatings"":false,""isPrerelease"":false,""initialCriticProgress"":0,""initialAudienceProgress"":0,""counts"":{""allCritics"":5,""topCritics"":1,""allAudience"":0,""verifiedAudience"":0},""critics"":{""avgScore"":7.33,""freshCount"":5,""numberOfReviews"":5,""rottenCount"":0,""score"":100,""tomatomet",""":{},""audienceVerified"":{}};
root.RottenTomatoes.context.wantToSeeData = {""wantToSeeCount"":0,""ratingsStartDate"":""2019-05-06T21:00:00Z""};
root.RottenTomatoes.context.scoreBoardViewModel = {""hasMovieData"":true,""isReleased"":false,""releaseDate"":"""",""showtimesLink"":""\u002Fshowtimes"",""isVerified"":false,""canVerifyRatings"":false,""isPrerelease"":false,""initialCriticProgress"":0,""initialAudienceProgress"":0,""counts"":{""allCritics"":5,""topCritics"":1,""allAudience"":0,""verifiedAudience"":0},""critics"":{""avgScore"":7.33,""freshCount"":5,""numberOfReviews"":5,""rottenCount"":0,""score"":100,""tomatomete",,0,https://www.rottentomatoes.com/m/strawberry_flavored_plastic
